OBJECTID,AED_ID,OPERATING_HOURS,HOUSE_NUMBER,ROAD_NAME,BUILDING_NAME,UNIT_NUMBER,POSTAL_CODE,AED_LOCATION_DESCRIPTION,AED_LOCATION_FLOOR_LEVEL,LATITUDE,LONGITUDE,XVAL,YVAL,INC_CRC,FMEL_UPD_D,geo_longitude,geo_latitude,flag_missing_address,flag_invalid_coords,flag_duplicate_coords,flag_malformed_hours,any_flag
19367,679676-003,Mon - Sun 07:00-17:00;,109,Cashew Road,Bukit Panjang Primary School,,679676,Level 1 Outside PE Equipment Store Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.37380004,103.7695999,20908.93159,39533.51233,3785752FE93C5C1E,20191007131012,103.76960024793524,1.373800705645246,False,False,False,False,False
19368,679676-002,Mon - Sun 07:00-17:00;,109,Cashew Road,Bukit Panjang Primary School,,679676,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),3,1.37370002,103.7703018,20987.04467,39522.45093,F6A1D85175FE6BF3,20191007131012,103.77030215244724,1.373700689093949,False,False,False,False,False
19369,679676-001,Mon - Sun 07:00-17:00;,109,Cashew Road,Bukit Panjang Primary School,,679676,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.37329996,103.7693024,20875.81684,39478.21655,B40098F0F82FBD65,20191007131012,103.76930270116289,1.3733006234067184,False,False,False,False,False
19370,677742-005,Mon - Sun 07:00-17:00;,31,Senja Road,West View Primary School,,677742,Level B2 Near School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.),B2,1.38313997,103.7600632,19847.64032,40566.30545,2F37ED46FE56C788,20191007131012,103.76006350450926,1.3831406350255928,False,False,False,False,False
19371,677742-004,Mon - Sun 07:00-17:00;,31,Senja Road,West View Primary School,,677742,Level B1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),B1,1.38409495,103.7600937,19851.0398,40671.90289,4777E1886013F959,20191007131012,103.7600940222656,1.3840956202519108,False,False,False,False,False
19372,677742-003,Mon - Sun 07:00-17:00;,31,Senja Road,West View Primary School,,677742,Level 1 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.38409495,103.7600937,19851.0398,40671.90289,4777E18822115792,20191007131012,103.7600940222656,1.3840956202519108,False,False,False,False,False
19373,677742-002,Mon - Sun 07:00-17:00;,31,Senja Road,West View Primary School,,677742,Level 1 Outside Dental Clinic (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.38384104,103.7603302,19877.35964,40643.82534,170F20E0776AB5BA,20191007131012,103.76033053316404,1.3838417040400193,False,False,False,False,False
19374,677742-001,Mon - Sun 07:00-17:00;,31,Senja Road,West View Primary School,,677742,Level 1 Inside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.38384104,103.7603302,19877.35964,40643.82534,170F20E0147776BA,20191007131012,103.76033053316404,1.3838417040400193,False,False,False,False,False
19375,569785-003,Mon - Sun 07:00-17:00;,19,Ang Mo Kio Avenue 9,Anderson Primary School,,569785,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),4,1.38457596,103.8418274,28946.95922,40724.96635,ECCF7F2B7BC0A64B,20191007131012,103.84182772570163,1.3845766301816946,False,False,False,False,False
19376,569785-002,Mon - Sun 07:00-17:00;,19,Ang Mo Kio Avenue 9,Anderson Primary School,,569785,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.38439906,103.8419189,28957.14794,40705.40495,3C25CD624278C2E7,20191007131012,103.84191927826542,1.3843997235579864,False,False,False,False,False
19377,569785-001,Mon - Sun 07:00-17:00;,19,Ang Mo Kio Avenue 9,Anderson Primary School,,569785,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.384161,103.8413162,28890.07276,40679.08114,5DB5A0238CB874D3,20191007131012,103.84131655684656,1.3841616617577708,False,False,False,False,False
19220,900116-002,Mon - Sun 00:00-23:59;,,Kent Ridge Park,,,900116,Level 1 Carpark B Shelter,1,1.28315198,103.7910004,23290.36813,29510.05957,AD2221B3F7ACA889,20200210102017,103.7910006992698,1.283152651185702,False,False,False,False,False
19221,900117-001,Mon - Sun 00:00-23:59;,,Mount Faber Park,,,900117,Level 1 Henderson Waves Bridge (Mount Faber Entrance),1,1.27582502,103.8159866,26071.12876,28699.84968,C1C8B736AC61394A,20200210102017,103.81598696694688,1.2758256904633132,False,False,False,False,False
19222,900118-001,Mon - Sun 00:00-23:59;,,Telok Blangah Hill Park,,,900118,Level 1 Toilet,1,1.27810597,103.8133621,25779.04334,28952.06753,DA5EA6F9CC537F89,20200210102017,103.81336245451648,1.2781066405941153,False,False,False,False,False
19223,678972-003,Mon - Sun 07:00-17:00;,31,Gangsa Road,Fajar Secondary School,,678972,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.37560005,103.7639989,20285.61445,39732.56628,58473534E06F0493,20191007131012,103.7639992478546,1.3756007205944072,False,False,False,False,False
19224,678972-002,Mon - Sun 07:00-17:00;,31,Gangsa Road,Fajar Secondary School,,678972,Level 1 Walkway Along Classroom Block F & G (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.37560005,103.7639989,20285.61445,39732.56628,58473534B1424F92,20191007131012,103.7639992478546,1.3756007205944072,False,False,False,False,False
19225,678972-001,Mon - Sun 07:00-17:00;,31,Gangsa Road,Fajar Secondary School,,678972,Level 1 Admin Block (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.37560005,103.7639989,20285.61445,39732.56628,58473534C9CF5268,20191007131012,103.7639992478546,1.3756007205944072,False,False,False,False,False
19226,400842-001,Mon - Sun 00:00-23:59;,842,Sims Avenue,,,400842,Level 1 Lift Lobby B,1,1.31797004,103.9017105,35611.39319,33360.12597,CE78F6B3D5681969,20191007131012,103.9017108437356,1.3179707043580164,False,False,False,False,False
19227,730862-001,Mon - Sun 00:00-23:59;,862,Woodlands Street 83,,,730862,Level 1 Lift Lobby B,1,1.44010305,103.7952271,23761.0377,46864.90543,806E57266F9267E8,20191007131012,103.79522738412598,1.4401037204385714,False,False,False,False,False
19228,730869-001,Mon - Sun 00:00-23:59;,869,Woodlands Street 83,,,730869,Level 1 Lift Lobby B,1,1.44271195,103.7941666,23643.02693,47153.38604,156F4CCEC7FE2B25,20191007131012,103.79416689803448,1.442712615654953,False,False,False,False,False
19229,313085-001,Mon - Sun 00:00-23:59;,85C,Lorong 4 Toa Payoh,,,313085,Level 1 Lift Lobby C,1,1.33629,103.8474808,29576.13955,35385.75377,9F04F7E71B9D9D08,20191007131012,103.84748110767596,1.3362906687633416,False,False,False,False,False
19230,311085-001,Mon - Sun 00:00-23:59;,85A,Lorong 4 Toa Payoh,,,311085,Level 1 Lift Lobby A,1,1.33629,103.849411,29790.9545,35385.7551,A8F045868037EC98,20191007131012,103.84941134412423,1.3362906685699865,False,False,False,False,False
19231,210010-001,Mon - Sun 00:00-23:59;,10,Gloucester Road,,,210010,Level 1 Lift Lobby B,1,1.313941,103.8522339,30105.12959,32914.51944,225471F16C963271,20191007131012,103.85223422015532,1.3139416682120169,False,False,False,False,False
19232,380019-001,Mon - Sun 00:00-23:59;,19,Upper Boon Keng Road,,,380019,Level 1 Lift Lobby E,1,1.31561005,103.873642,32487.6412,33099.1026,6371B9244B3676C4,20191007131012,103.8736423011563,1.3156107178008023,False,False,False,False,False
19233,530537-001,Mon - Sun 00:00-23:59;,537,Hougang Street 52,,,530537,Level 1 Lift Lobby C,1,1.37790597,103.8897247,34277.33877,39987.5044,BE1F3EC42A6C996F,20191007131012,103.88972506503316,1.3779066315549,False,False,False,False,False
19234,520246-001,Mon - Sun 00:00-23:59;,246,Simei Street 5,,,520246,Level 1 Lift Lobby A,1,1.34505904,103.9541626,41448.65988,36355.71714,07FD1C420C5F05ED,20191007131012,103.9541629311945,1.3450597035427112,False,False,False,False,False
19235,530449-001,Mon - Sun 00:00-23:59;,449,Hougang Avenue 10,,,530449,Level 1 Lift Lobby B,1,1.378793,103.89534,34902.24204,40085.60395,CB64CE456D0076D6,20191007131012,103.89534029876674,1.378793668304256,False,False,False,False,False
19236,530465-001,Mon - Sun 00:00-23:59;,465,Upper Serangoon Road,,,530465,Level 1 Lift Lobby A,1,1.37176001,103.8968201,35066.9797,39307.93548,DC358C476CCEFFAC,20191007131012,103.89682040170088,1.3717606775260962,False,False,False,False,False
19237,542269-001,Mon - Sun 00:00-23:59;,269B,Compassvale Link,,,542269,Level 1 Lift Lobby B,1,1.38365805,103.8959122,34965.90712,40623.55849,B77B3404CC06811D,20191007131012,103.89591250354324,1.3836587182336149,False,False,False,False,False
19238,460022-001,Mon - Sun 00:00-23:59;,22,Bedok South Avenue 1,,,460022,Level 1 Lift Lobby B,1,1.32284403,103.9326706,39056.9304,33899.18368,DE0C193ABF6389BE,20191007131012,103.93267092658496,1.322844695317538,False,False,False,False,False
19239,650317-001,Mon - Sun 00:00-23:59;,317,Bukit Batok Street 32,,,650317,Level 1 Lift Lobby A,1,1.360605,103.7476501,18466.13807,38074.54696,D343DAB0524B6D91,20191007131012,103.74765048004215,1.3606056684588863,False,False,False,False,False
19240,681165-001,Mon - Sun 00:00-23:59;,165A,Teck Whye Crescent,,,681165,Level 1 Lift Lobby A,1,1.38286102,103.7534561,19112.35741,40535.4843,402D12DF9E294606,20191007131012,103.75345644891702,1.3828616848901665,False,False,False,False,False
19241,649734-001,Mon - Sun 00:00-23:59;,101,Jalan Bahar,Civil Defence Academy,,649734,Level 1 Near Cargo Lift,1,1.366542,103.692269,12302.88971,38731.32159,1B5CD5BC5F9A9D8E,20191007131012,103.69226933320672,1.3665426667349267,False,False,False,False,False
19242,730873-001,Mon - Sun 00:00-23:59;,873,Woodlands Street 81,,,730873,Level 1 Lift Lobby A,1,1.44327295,103.789566,23131.06115,47215.42783,1EF6A84A5B25D030,20191007131012,103.78956637377964,1.4432736146525706,False,False,False,False,False
19243,636957-001,Mon - Sun 00:00-23:59;,60,Nanyang Crescent,Banyan Hall,,636957,Level 3 Blk 21A Canteen Entrance,3,1.353948,103.6885834,11892.63881,37338.76089,20519C9ED014D7F3,20191007131012,103.68858370720623,1.3539486638492069,False,False,False,False,False
19244,639928-001,Mon - Sun 00:00-23:59;,52,Nanyang Walk,Hall Of Residence 3,,639928,Level 1 Outside Admin Office,1,1.35063803,103.6819687,11156.47436,36972.80551,D5EB89D63176A6AE,20191007131012,103.68196902264089,1.3506386985453729,False,False,False,False,False
19245,639815-002,Mon - Sun 00:00-23:59;,42,Nanyang Avenue,Student Services Centre,,639815,Level 5 Lobby (Near Service Counter),5,1.34531605,103.6833115,11305.87423,36384.31691,5C3E8BD9B4DCAA00,20191007131012,103.68331179539982,1.3453167189732629,False,False,False,False,False
19246,639815-001,Mon - Sun 00:00-23:59;,42,Nanyang Avenue,Student Services Centre,,639815,Level 1 Lobby Entrance,1,1.34534299,103.6833878,11314.36512,36387.29543,4785CB903180CC39,20191007131012,103.6833880894347,1.3453436600954851,False,False,False,False,False
19247,639812-001,Mon - Sun 00:00-23:59;,26,Nanyang Avenue,Hall Of Residence 8,,639812,Level 1 Outside Admin Office,1,1.35097396,103.6852112,11517.33088,37009.92902,D76023FFC9D615FE,20191007131012,103.68521151510612,1.3509746301831131,False,False,False,False,False
19248,639810-001,Mon - Sun 00:00-23:59;,22,Nanyang Avenue,Hall Of Residence 10,,639810,Level 1 Near Security Counter,1,1.35432899,103.6857529,11577.63731,37380.90827,DD742CEF4639FFC8,20191007131012,103.685753201833,1.354329656941958,False,False,False,False,False
19249,639809-001,Mon - Sun 00:00-23:59;,20,Nanyang Avenue,Hall Of Residence 11,,639809,Level 1 Near Lift Lobby,1,1.35481501,103.6863403,11643.01877,37434.64567,E5E453E695569D3A,20191007131012,103.68634066562204,1.3548156731733354,False,False,False,False,False
19250,639798-034,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Administration Building,,639798,"Level 3 Administration Building, Lift Lobby",3,1.34450495,103.6809616,11044.35484,36294.64551,61B7B64748F1CE23,20191007131012,103.680961941777,1.3445056190445503,False,False,False,False,False
19251,639798-033,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Blk S3.1,,639798,"Level B3 RSIS Library, Returning Bin",B3,1.34458304,103.6826859,11236.24543,36303.26755,DE31B835E55EB434,20191007131012,103.68268618505334,1.3445837016574134,False,False,False,False,False
19252,639798-031,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,South Spine,,639798,Level 1 Near Lift SS2-3,1,1.34319699,103.6812439,11075.76147,36150.01503,3468D6E935959CA8,20191007131012,103.68124423004107,1.3431976545182465,False,False,False,False,False
19253,639798-030,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Mechanical & Aerospace Engineering,,639798,Level 2 Near Fireman Lift Lobby,2,1.34710002,103.6820068,11160.69538,36581.58852,EE7893C576F10AC5,20191007131012,103.68200716941992,1.3471006858950778,False,False,False,False,False
19254,639798-029,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Mechanical & Aerospace Engineering,,639798,Level 2 Outside General Office,2,1.34708405,103.6813202,11084.27896,36579.82695,984BE8ED0BDD68A0,20191007131012,103.6813205241231,1.347084712564248,False,False,False,False,False
19255,639798-028,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Materials Science & Engineering,,639798,Level B4 Outside F.A.C.T.S,B4,1.34647298,103.6827774,11246.44718,36512.248,1B43786A75A79EE1,20191007131012,103.68277773826884,1.346473645265463,False,False,False,False,False
19256,639798-027,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Materials Science & Engineering,,639798,Level 1 Sch Of Materials Science & Engineering,1,1.34666598,103.6828003,11248.99571,36533.58885,1FD397F1CE9BD4BB,20191007131012,103.68280062619556,1.346666645533336,False,False,False,False,False
19257,639798-026,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Electrical & Electronic Engineering,,639798,Level B4 Outside Staff Lounge,B4,1.342996,103.6809845,11046.89165,36127.79265,63CA96EA4AFB37A7,20191007131012,103.68098483077756,1.3429966683843002,False,False,False,False,False
19258,639798-025,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Electrical & Electronic Engineering,,639798,Level B2 Outside General Office,B2,1.34303904,103.680481,10990.85323,36132.5547,27FBFA1ED44DCCA2,20191007131012,103.680481290094,1.3430397024314562,False,False,False,False,False
19259,639798-024,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Electrical & Electronic Engineering,,639798,Level B6 Lift Lobby,B6,1.34252095,103.6808243,11029.05787,36075.26508,00BC1919E3110DF7,20191007131012,103.6808246133126,1.3425216190600546,False,False,False,False,False
19260,639798-023,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Electrical & Electronic Engineering,,639798,Level B1 Lift Lobby B,B1,1.342713,103.6797867,10913.58544,36096.50787,2D661FC3A63A2532,20191007131012,103.6797870150202,1.3427136653584597,False,False,False,False,False
19261,639798-022,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Computer Engineering,,639798,Level B2 Outside Cyber Security Lab,B2,1.34621704,103.6823425,11198.04842,36483.9501,6B2F3E05A5D7F0E9,20191007131012,103.68234286243144,1.346217702943151,False,False,False,False,False
19262,639798-021,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Computer Engineering,,639798,Level B4 School Of Computer Engineering,B4,1.34622204,103.6817703,11134.36817,36484.50767,9DCD7A37BA99AFD6,20191007131012,103.68177065827686,1.3462227099385502,False,False,False,False,False
19263,639798-018,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Civil & Environmental Engineering,,639798,Level 1 Entrance,1,1.34576702,103.6804504,10987.47582,36434.20267,96DD5C13F484432A,20191007131012,103.68045077253362,1.345767688105426,False,False,False,False,False
19264,639798-017,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,S. Rajaratnam School Of International Studies,,639798,"Level B4, Inside B4C Office",B4,1.34462094,103.6823273,11196.33936,36307.46176,861F24F172E2DA31,20191007131012,103.68232760420288,1.3446216100870323,False,False,False,False,False
19265,639798-016,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,S. Rajaratnam School Of International Studies,,639798,"Level B4, Inside B4A Office",B4,1.34413195,103.6817474,11131.8066,36253.39484,473DAC4B365A8C77,20191007131012,103.68174776978331,1.3441326129043032,False,False,False,False,False
19266,639798-014,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Blk N2,,639798,Level B5 Cargo Lift Lobby,B5,1.34663999,103.679245,10853.32875,36530.73998,2E72CFC56BB3B00F,20191007131012,103.67924532881506,1.3466406576368233,False,False,False,False,False
19267,639798-013,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Nanyang Business School,,639798,Level Inside B3A General Office,B3,1.343431,103.6823273,11196.33122,36175.88303,7364148D4AE2C463,20191007131012,103.68232760360964,1.3434316623114595,False,False,False,False,False
19268,639798-012,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Nanyang Auditorium,,639798,Level B1 Foyer,B1,1.34452701,103.6799622,10933.12668,36297.09107,0DAA6D60F472BD25,20191007131012,103.6799624916326,1.3445276731285494,False,False,False,False,False
19269,639798-011,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Blk LT2A,,639798,Level 1 Outside LT 2A,1,1.34662497,103.6811752,11068.14345,36529.06561,5E4DDB1BF676A3D2,20191007131012,103.68117556564378,1.3466256370271368,False,False,False,False,False
19270,639798-010,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,Blk LT1A,,639798,Level 1 Outside LT 1A,1,1.34741294,103.6803513,10976.44932,36616.20173,3F17E15BD8C22D83,20191007131012,103.68035159039368,1.3474136102245624,False,False,False,False,False
19271,639798-007,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,School Of Electrical & Electronic Engineering,,639798,Level B3 Outside Interdisciplinary Graduate School Entrance,B3,1.34294403,103.6812057,11071.51437,36122.04394,DAE2C267CF767BCD,20191007131012,103.68120608305334,1.342944692330341,False,False,False,False,False
19272,639798-006,Mon - Sun 00:00-23:59;,50,Nanyang Avenue,S. Rajaratnam School Of International Studies,,639798,Level B3 HSS Library Counter,B3,1.34485197,103.6825485,11220.96399,36333.00618,CCE04294531B7B07,20191007131012,103.68254885632084,1.3448526375234418,False,False,False,False,False
19273,138628-003,Mon - Fri 08:30-18:00; Sat - Sun Closed;,1,Fusionopolis Walk,Solaris,"#04-11,12",138628,"Level 5 Autodesk Asia Pte Ltd, Beside Main Entrance",5,1.29797196,103.7901382,23194.4489,31148.77851,7CBB280136F4BEDB,20191007131012,103.7901385779814,1.2979726305028512,False,False,False,False,False
19274,138628-002,Mon - Fri 08:30-18:00; Sat - Sun Closed;,1,Fusionopolis Walk,Solaris,"#04-11,12",138628,"Level 6 Autodesk Asia Pte Ltd, Near Entrance",6,1.29797196,103.7901382,23194.4489,31148.77851,7CBB28011B437175,20191007131012,103.7901385779814,1.2979726305028512,False,False,False,False,False
19275,138628-001,Mon - Fri 08:30-18:00; Sat - Sun Closed;,1,Fusionopolis Walk,Solaris,"#04-11,12",138628,"Level 4 Autodesk Asia Pte Ltd, Behind Front Desk",4,1.29797196,103.7901382,23194.4489,31148.77851,7CBB28010F5A1399,20191007131012,103.7901385779814,1.2979726305028512,False,False,False,False,False
19276,569384-003,Mon - Sun 07:00-17:00;,2,Ang Mo Kio Street 21,Mayflower Secondary School,,569384,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),2,1.36846101,103.8358917,28286.39712,38943.05553,44B4B224E0BEA0F8,20191007131012,103.835892056816,1.3684616792173865,False,False,False,False,False
19277,569384-002,Mon - Sun 07:00-17:00;,2,Ang Mo Kio Street 21,Mayflower Secondary School,,569384,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36846101,103.8358917,28286.39712,38943.05553,44B4B2243395AEB7,20191007131012,103.835892056816,1.3684616792173865,False,False,False,False,False
19278,569384-001,Mon - Sun 07:00-17:00;,2,Ang Mo Kio Street 21,Mayflower Secondary School,,569384,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36843705,103.835083,28196.39679,38940.40596,156668ADB350E18E,20191007131012,103.8350833412358,1.368437718816211,False,False,False,False,False
19279,569920-003,Mon - Sun 07:00-17:00;,20,Ang Mo Kio Avenue 3,Ang Mo Kio Primary School,,569920,Level 4 Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),4,1.36867702,103.8397522,28716.02126,38966.94132,9C74851A45660A69,20191007131012,103.83975253092017,1.3686776865933832,False,False,False,False,False
19280,569920-002,Mon - Sun 07:00-17:00;,20,Ang Mo Kio Avenue 3,Ang Mo Kio Primary School,,569920,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36925995,103.8396301,28702.43614,39031.39909,4066A946C4AEA222,20191007131012,103.83963045991912,1.3692606202432445,False,False,False,False,False
19281,569920-001,Mon - Sun 07:00-17:00;,20,Ang Mo Kio Avenue 3,Ang Mo Kio Primary School,,569920,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36947501,103.8393402,28670.17182,39055.17854,F2DE01ABFA5D3BDD,20191007131012,103.83934054308716,1.3694756733928846,False,False,False,False,False
19282,569299-007,Mon - Fri 07:00-17:00; Sat - Sun Closed;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,Level 4 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),4,1.36474598,103.8517303,30049.04824,38532.27319,5AA66391417C76AA,20191007131012,103.85173067963034,1.3647466412700482,False,False,False,False,False
19283,569299-006,Mon - Fri 07:00-17:00; Sat - Sun Closed;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,Level 1 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1,1.36474598,103.8517303,30049.04824,38532.27319,5AA66391A4932AD6,20191007131012,103.85173067963034,1.3647466412700482,False,False,False,False,False
19284,569299-005,Mon - Sun 07:00-17:00;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,"Level 1 CCA, Gym Area (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1,1.36541605,103.8512192,29992.1606,38606.36629,52FB38F589A3CB42,20191007131012,103.85121951056914,1.3654167166792688,False,False,False,False,False
19285,569299-004,Mon - Sun 07:00-17:00;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,"Level 2 Block E, Near Classroom 2A (Available During School Operating Hours. Approach Security Officer At Main Gate.)",2,1.36512494,103.8516235,30037.16107,38574.17727,452E6FF0A2685376,20191007131012,103.85162386876624,1.365125607801157,False,False,False,False,False
19286,569299-003,Mon - Sun 07:00-17:00;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36568499,103.8505402,29916.59398,38636.10333,A4CCA1284C5DABBB,20191007131012,103.85054049468236,1.3656856524718637,False,False,False,False,False
19287,569299-002,Mon - Sun 07:00-17:00;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,Level 2 Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),2,1.36568499,103.8505402,29916.59398,38636.10333,A4CCA128CABE297E,20191007131012,103.85054049468236,1.3656856524718637,False,False,False,False,False
19288,569299-001,Mon - Sun 07:00-17:00;,1,Ang Mo Kio Street 32,Teck Ghee Primary School,,569299,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.36568499,103.8505402,29916.59398,38636.10333,A4CCA1283798A00F,20191007131012,103.85054049468236,1.3656856524718637,False,False,False,False,False
19289,486150-006,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 1 CM Office,1,1.33343601,103.9583206,41911.46846,35070.52275,985FF2C879F74AFE,20191007131012,103.95832095136868,1.3334366794108836,False,False,False,False,False
19290,486150-005,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 2 MAX Atria Next To Citrine 211,2,1.33364201,103.9570694,41772.2192,35093.29349,2CA1CB8D14ABB176,20191007131012,103.95706973030664,1.3336426726759818,False,False,False,False,False
19291,486150-004,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 2 Foyer 1 Next To Staircase 5,2,1.33382499,103.9577713,41850.33297,35113.53116,86F297D21AE9243E,20191007131012,103.9577716349073,1.3338256592188975,False,False,False,False,False
19292,486150-003,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 1 Foyer 1 Next To DBS ATM,1,1.33382499,103.9577713,41850.33297,35113.53116,86F297D2A329C85B,20191007131012,103.9577716349073,1.3338256592188975,False,False,False,False,False
19293,487370-002,Mon - Sun 10:00-22:00;,9,Somapah Road,Singapore Expo,,487370,Level 1 Hall 9,1,1.33825302,103.9617767,42296.07113,35603.18407,18FE80907D986EDC,20191007131012,103.9617770665279,1.3382536881401916,False,False,False,False,False
19294,487370-001,Mon - Sun 10:00-22:00;,9,Somapah Road,Singapore Expo,,487370,Level 1 Foyer 3 Next To Vending Machine,1,1.33719504,103.9612198,42234.09494,35486.19426,A3E6C5AA585994BE,20191007131012,103.961220120594,1.3371957058227515,False,False,False,False,False
19295,486150-002,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 1 Foyer 2 Next To UOB ATM,1,1.33570397,103.9609451,42203.53689,35321.31739,53C67DAED7394512,20191007131012,103.96094546286017,1.3357046357119478,False,False,False,False,False
19296,486150-001,Mon - Sun 10:00-22:00;,1,Expo Drive,Singapore Expo,,486150,Level 1 Hall 5 Next To Car Park Cashier Station,1,1.33456004,103.9598007,42076.18242,35194.82032,9BEB03EE6951AB6E,20191007131012,103.95980105342916,1.334560703120752,False,False,False,False,False
19297,569405-004,Mon - Sun 07:00-17:00;,501,Ang Mo Kio Street 13,CHIJ St. Nicholas Girls' School,,569405,"MPH Blk, Below Spectator Stand (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1,1.37359905,103.8340454,28080.9245,39511.19366,ACBFB5AF16781004,20191007131012,103.8340457434958,1.3735997194150351,False,False,False,False,False
19298,039802-005,"Mon - Sun 06:00-23:59; Remarks: Mon: Closes at 3:00 AM, Tue: Closes at 3:00 AM, Wed: Closes at 3:00 AM, Thu: Closes at 3:00 AM, Fri: Closes at 3:00 AM, Sat: Closes at 3:00 AM, Sun: Closes at 3:00 AM;",8,Raffles Avenue,Esplanade Mall,,39802,Level 1 At Waterfront Canopy,1,1.289159,103.855342,30451.05674,30174.25596,8A9D3A256E3A5CC1,20191007131012,103.85534233296444,1.289159667058216,False,False,False,False,False
19299,039802-004,"Mon - Sun 06:00-23:59; Remarks: Mon: Closes at 3:00 AM, Tue: Closes at 3:00 AM, Wed: Closes at 3:00 AM, Thu: Closes at 3:00 AM, Fri: Closes at 3:00 AM, Sat: Closes at 3:00 AM, Sun: Closes at 3:00 AM;",8,Raffles Avenue,Esplanade Mall,,39802,Level 3 Between Library And Escalator,3,1.290367,103.855701,30491.00922,30307.83072,E100DF22B9893DAB,20191007131012,103.85570133315598,1.2903676664876709,False,False,False,False,False
19300,039802-002,Mon - Sun 10:00-23:00;,8,Raffles Avenue,Esplanade Mall,,39802,"Level 4 Near Lift Lobby EM1 , EM2",4,1.29036701,103.8556976,30490.63437,30307.83152,8C06EC884BCAE391,20191007131012,103.8556979654223,1.2903676737523735,False,False,False,False,False
